1-OB-OP.1	aurora	2020-09-07 11:46:24	neutral	Esko Vatanen 
1-OB-OP.2	aurora	2020-09-07 11:46:24	neutral	Keskusareena vie 1,5 miljoonaa euroa vuodessa liikunnasta bisnekselle 
1-OB-OP.3	aurora	2020-09-07 11:46:24	neutral	Tampereen Keskusareena hankkeessa on mukana myös muutamia muita kuin jääkiekon edustajia.
1-OB-OP.4	aurora	2020-09-07 11:46:24	neutral	Heille on Areenahankkeen esittelyn mukaan luvattu siirtää Hakametsän hallit muiden lajien käyttöön.
1-OB-OP.5	aurora	2020-09-07 11:46:24	neutral	Hankkeen mukaan Hakametsän kehittäminen ja ylläpito tapahtuisi kuitenkin sinne harrastuksiaan siirtävien seurojen rahoilla.
1-OB-OP.6	aurora	2020-09-07 11:46:24	neutral	Kaupungin nykyinen panostus siirtyisi Hakametsästä uudelle Areenalle.
1-OB-OP.7	aurora	2020-09-07 11:46:24	neutral	Tämä merkitsee noin 1,5 miljoonan euron kaupungin tuen siirtymistä pois muusta urheilusta bisnekselle perustuvan hallin ylläpitämiseen vuodessa.
3-AV-OP.1	aurora	2020-09-07 11:46:24	neutral	Raha-asiat 
3-AV-OP.2	aurora	2020-09-07 11:46:24	neutral	Oman talouden hoitamisen hankaluus yllättää monet nuoret kun muutto omaan ensimmäiseen asuntoon on ajankohtaista.
3-AV-OP.3	aurora	2020-09-07 11:46:24	neutral	Miten saada kaikki rahat riittämään? 
3-AV-OP.4	aurora	2020-09-07 11:47:56	neutral	Mikä neuvoksi yllättävien menojen ilmetessä kun vanhempien lompakko ei enää olekaan sinulle se viimeinen ja käytetyin oljenkorsi? 
3-AV-OP.5	aurora	2020-09-07 11:47:56	neutral	Vanha sanonta raha-asioissa pätee vielä tänäkin päivänä.
3-AV-OP.6	aurora	2020-09-07 11:47:56	neutral	" Oleellisinta eivät ole niinkään ne suuret tulot vaan ne pienet menot." 
3-AV-OP.7	aurora	2020-09-07 11:47:56	neutral	Kuluttajana sinun itse täytyy suunnitella, millä perusteella rahaa käytät ja mihin.
3-AV-OP.8	aurora	2020-09-07 11:47:56	positive	Järkevällä suunnittelulla saat vähäisetkin rahat riittämään paremmin välttämättömiin hankintoihin.
3-AV-OP.9	aurora	2020-09-07 11:47:56	neutral	Yllättäviin menoihin kannattaa varautua jo etukäteen.
3-AV-OP.10	aurora	2020-09-07 11:47:56	neutral	Asumismenot ottavat suurimman osan tuloista, asumiskuluihin kuuluvat vuokran tai vastikkeen lisäksi myös muita kuluja( vesi, sähkö jne.).
3-AV-OP.11	aurora	2020-09-07 11:47:56	neutral	Pitämällä kirjaa menoistasi esim. parin kuukauden ajan pystyt paremmin arvioimaan sen, mihin kaikkeen rahasi oikeasti kuluvatkaan.
3-AV-OP.12	aurora	2020-09-07 11:47:56	neutral	Oman budjetin seurantaan löydät vinkkejä marttaliiton taulukoista.
4-RV-OP.1	aurora	2020-09-07 11:47:56	positive	Asiat käytiin läpi perusteellisesti. 
4-RV-OP.2	aurora	2020-09-07 11:51:26	positive	Pienet kevennykset ja käytännön esimerkit pitivät mielenkiintoa yllä.
4-RV-OP.3	aurora	2020-09-07 11:51:26	positive	Koskaan ei ole fysiikkaa näin hyvin oppinut.
4-RV-OP.4	aurora	2020-09-07 11:51:26	positive	Esitti asiat selkeästi ja antoi hyviä käytännön esimerkkejä.
4-RV-OP.5	aurora	2020-09-07 11:51:26	positive	Hauska opettaja! 
4-RV-OP.6	aurora	2020-09-07 11:51:26	positive	Jaksoi aamulla tsempata, kun opetus oli hauskaa eikä vaan luettu teoriaa.
4-RV-OP.7	aurora	2020-09-07 11:51:26	positive	Kävi perusasiat tosi hyvin läpi.
4-RV-OP.8	aurora	2020-09-07 11:51:26	positive	Vaikeista asioista tuli helppoja helposti ymmärrettävien esimerkkien avulla.
4-RV-OP.9	aurora	2020-09-07 11:51:26	positive	Selkeä ja tasainen tyyli.
4-RV-OP.10	aurora	2020-09-07 11:51:26	positive	Opettaja oli erittäin pätevä ja jos ei tiennyt jotain niin selvitti aina myöhemmin perusteellisesti.
4-RV-OP.11	aurora	2020-09-07 11:51:26	positive	Opetus oli todella selvää.
4-RV-OP.12	aurora	2020-09-07 11:53:13	positive	Pidettiin huoli, ettei mikään jäänyt epäselväksi.
5-OB-OP.1	aurora	2020-09-07 11:53:13	other	Poikani herkkä esteetikko, tyttöni äänekäs villikko Kerronpa vähän ajatuksiani, jotka lähtivät virtaamaan luettuani tämän Kuplia-palstan postauksen ja sen kommenttiboksia.
5-OB-OP.2	aurora	2020-09-07 11:53:13	negative	Olisi niin kamalasti tehnyt mieli itsekin osallistua keskusteluun ja oikoa joidenkin kommentoijien mielestäni aivan kamalia asenteita ja ajatusmaailmoja.
5-OB-OP.3	aurora	2020-09-07 11:53:13	negative	Tajusin kuitenkin jo ennen kommentointia, että tunteet kävivät kommenttiboksin puolella niin kuumina, että oma osallistumiseni olisi ollut aivan turhaa ja mahdollisesti loppujen lopuksi olisin vain pahoittanut oman mieleni.
5-OB-OP.4	aurora	2020-09-07 11:53:13	negative	Taistelu ja riitely eivät muutenkaan ole niitä keinoja, joilla koen asioiden etenevän yleensäkään yhtään mihinkään.
5-OB-OP.5	aurora	2020-09-07 11:53:13	other	Erityisesti asenteiden ja ajatusmaailmojen muuttamisen ja avartamisen ollessa kyseessä, olen sitä mieltä että tehokkaampaa on kunnioittavasti ja hillitysti esitellä omat ajatuksensa ja oma tapansa - se mitä tietenkin pitää parempana( mutta jota nyt ei tarvitse kovaan ääneen kuuluttaa).
5-OB-OP.6	aurora	2020-09-07 11:53:13	other	Jätän siis nyt kommentoimatta kokonaan mitä mieltä olen Pelimies- ja lipunmyyjä vauvabodyistä, sillä luulen että tämän postauksen luettuasi tiedät jokatapauksessa kuinka ko.asiaan suhtaudun.
5-OB-OP.7	aurora	2020-09-07 11:53:13	neutral	Niinkuin tiedätte, on meillä kaksi lasta.
5-OB-OP.8	aurora	2020-09-07 11:53:13	neutral	Toinen on toukokuussa neljä vuotta täyttävä poika ja toinen kaksivuotias tyttö.
5-OB-OP.9	aurora	2020-09-07 11:53:13	other	Ulkoisesti he täyttävät kaikki " perinteiset " sukupuolilleen ominaiset " kriteerit ".
5-OB-OP.10	aurora	2020-09-07 11:54:42	neutral	Pojan nimi on selkeästi pojan nimi, hänellä on lyhyt tukka ja hän viilettää menemään sinivoittoisissa vaatteissaan.
5-OB-OP.11	aurora	2020-09-07 11:54:42	neutral	Tyttö taasen omaa " tyttömäisen " luontonimen, hänellä on pitkä tukka ja vaatekaapista löytyy suunnilleen sateenkaaren värien koko kirjo - vaaleanpunainen mukaan lukien.
5-OB-OP.12	aurora	2020-09-07 11:54:42	other	Voisit siis halutessasi helposti syyttää minua siitä, että ahdistan lapseni perinteisiin roolimalleihin ja ahtaisiin asenteisiin siitä kuinka tyttöjen ja poikien tulee käyttäytyä.
6-CB-NA-RV-OP.1	aurora	2020-09-07 11:54:42	neutral	Tämä on Paloheinän kirjaston lukupiirin oma blogi 
6-CB-NA-RV-OP.3	aurora	2020-09-07 11:54:42	neutral	Bo Carpelanin( 1926–2011) romaanissa Axel( 1987) nimihenkilö on Axel Carpelan, kirjailijan isoisän veli ja Jean Sibeliuksen paras ystävä.
6-CB-NA-RV-OP.4	aurora	2020-09-07 11:54:42	other	Jo lapsena Axel ymmärtää oman erikoisen laatunsa: yhtäältä herkkyytensä ja intohimonsa musiikkiin, toisaalta taas kyvyttömyytensä käyttää taiteellisia lahjojaan.
6-CB-NA-RV-OP.5	aurora	2020-09-07 11:54:42	other	Hänen päänsä täyttävät sinfoniat, joita hän ei koskaan saa ulos sävellyksinä.
6-CB-NA-RV-OP.6	aurora	2020-09-07 11:54:42	negative	Hän ei edes kykene loihtimaan viulustaan esiin sellaista paloa ja tulkintaa, jotka hän sisimmässään tavoittaa toisten luomista konsertoista.
6-CB-NA-RV-OP.7	aurora	2020-09-07 11:54:42	negative	Axelista kasvaa sairaalloinen, vetäytyvä ja uneksuva mies, muiden mielestä hermoheikko kummajainen.
6-CB-NA-RV-OP.8	aurora	2020-09-07 11:56:06	positive	Hän on kuitenkin yksi ensimmäisistä, jotka tajuavat Sibeliuksen musikaalisen nerouden ja tämän merkityksen suomalaisuutta ilmentävänä voimana.
6-CB-NA-RV-OP.9	aurora	2020-09-07 11:56:06	neutral	Kun Axel viimein uskaltaa lähestyä säveltäjää, hapuillen alkavasta kirjeenvaihdosta kehittyy syvällinen ystävyys.
6-CB-NA-RV-OP.10	aurora	2020-09-07 11:56:06	positive	Romaani on väkevä ja monikerroksinen: kaiken tietävää kerrontaa elävöittävät katkelmat Axelin kuvitellusta päiväkirjasta, kuohuva aikakausi ja kulttuurielämä lomittuvat yksinäisen miehen traagiseen kohtaloon.
6-CB-NA-RV-OP.11	aurora	2020-09-07 11:56:06	neutral	Ennen kaikkea teos kertoo ystävyydestä, unelmista ja kauneuden kaipuusta, taiteesta ja sen ehdottomuudesta.
6-CB-NA-RV-OP.12	aurora	2020-09-07 11:56:06	neutral	Axelista Carpelanille myönnettiin valtion kirjallisuuspalkinto, romaani oli myös Finlandia-ehdokkaana.
6-CB-NA-RV-OP.13	aurora	2020-09-07 11:56:06	positive	Piiriläisiä Axelin tarina niin ilahduttaa kuin surettaa: Bo Carpelan oli itse niin kauhean valoisa ja positiivinen persoona, hänestä jäi niin positiivinen mielikuva.
6-CB-NA-RV-OP.14	aurora	2020-09-07 11:56:06	neutral	Hän oli ihan viime hetkiinsä asti myönteinen.
6-CB-NA-RV-OP.15	aurora	2020-09-07 11:56:06	neutral	Hänelle lapsuus ja kaikki mitä, hän oli elänyt, oli läsnä tässä ja nyt.
7-RV-OP.1	aurora	2020-09-07 11:56:06	neutral	Taistelevan britin paluu 
7-RV-OP.2	aurora	2020-09-07 11:56:06	neutral	Lentäjä-ässä Battler Brittonin ensiesiintyminen suomalaisessa Korkeajännityssarjassa nähtiin jo vuonna 1958.
7-RV-OP.3	aurora	2020-09-07 11:57:43	neutral	Everstiluutnantti Robert Hereward " Battler " Britton oli saanut alkunsa Mike Butterworthin kynästä vuonna 1956 ja hahmon ensimmäinen kuvittaja oli Geoff Campion, mutta vuosien varrella sarjalla on ollut lukuisa joukko piirtäjiä.
7-RV-OP.4	aurora	2020-09-07 11:57:43	neutral	Muiden muassa Hugo Pratt on kuvittanut sankarin edesottamuksia.
7-RV-OP.5	aurora	2020-09-07 11:57:43	neutral	Alkuperäiset tarinat sisälsivät villejä seikkaluja, joilla ei ollut paljoakaan tekemistä sodan todellisuuden kanssa.
7-RV-OP.6	aurora	2020-09-07 11:57:43	neutral	Näistä tarinoista on saanut viimeksi nauttia pari vuotta sitten, kun niitä julkaistiin Erikoiskorkkarissa.
7-RV-OP.7	aurora	2020-09-07 11:57:43	positive	Nyt Battler Britton on palannut kovempana kuin koskaan.
7-RV-OP.8	aurora	2020-09-07 11:57:43	positive	Battler Brittonin uuden tulemisen takana on nimekkäitä ammattitekijöitä.
7-RV-OP.9	aurora	2020-09-07 11:57:43	positive	Garth Ennis on noussut kansan suosioon ennen kaikkea erinomaisen Preacher-sarjansa kautta, mutta hän on myös näyttänyt kykynsä mm.Punisherin( kotoisemmin Tuomarin) ja Hellblazerin parissa.
7-RV-OP.10	aurora	2020-09-07 11:57:43	positive	Suomeksi Preacheria tuli vain vaivaiset kaksi albumia, mutta onneksi Ennisin sanan säilästä on päässyt nauttimaan mm. kahdessa Karkeajännitys-lehdessä.
7-RV-OP.11	aurora	2020-09-07 11:57:43	negative	Ennisin tuotannolle on ominaista räävitön huumori ja brutaalit ihmiskohtalot, joita tässä teoksessa ei valitettavasti kuitenkaan nähdä.
7-RV-OP.12	aurora	2020-09-07 11:57:43	other	Colin Wilson on sen sijaan aito sekatyömies.
8-RV-OP.1	aurora	2020-09-07 11:59:41	neutral	Arvostelussa Rayman Legends 
8-RV-OP.2	aurora	2020-09-07 11:59:41	neutral	Alkujaan vain Wii U:n yksinoikeudeksi suunniteltu Rayman Legends on kokenut jos jonkinlaista dramatiikkaa.
8-RV-OP.3	aurora	2020-09-07 11:59:41	neutral	Konsolin julkaisupeliksi tarkoitettu tasoloikka myöhästyi ensin aiotusta päivämäärästä, muuttui sitten multiplattariksi ja viivästyi vielä toistamiseen, jotta peli saataisiin julkaistua yhtaikaisesti kaikille alustoille.
8-RV-OP.4	aurora	2020-09-07 11:59:41	positive	Porun hälvettyä on kuitenkin mukava todeta, että hyvää kannatti odottaa.
8-RV-OP.5	aurora	2020-09-07 11:59:41	negative	Rayman Legends jatkaa parin vuoden takaisesta Rayman Originsista, vaikka varsinainen juoni ei kovin hääppöistä tarjoa.
